Product url,Product name,Price,Rating,Number of Reviews,Product Discription,ASIN,Manufacturer
amazon.in/Wildcraft-School-Backpack-Wiki-Aztec/dp/B07117647K/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1658591580&sprefix=ba%2Caps%2C283&sr=8-131,Wildcraft 28 Ltrs Pink School Backpack (Wiki 1 Aztec 1)  ,999,4.0 out of 5 stars,110,"[' Outer Material: Polyester, Color: Pink  ', ' Water Resistance: Water resistant  ', ' Capacity: 28 liters; Dimensions: 7.5 inches x 12.5 inches x 18.5 inches (LxWxH)  ', ' Number of compartments: 2  ', ' Warranty type: Manufacturer; 5 years warranty  ']",B07117647K,Brand: Wildcraft
amazon.in/Lenovo-GX40Q17226-15-6-Inch-Casual-Backpack/dp/B075Y7H8V6/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1658591580&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=8-132,Lenovo Casual Laptop Backpack B210 39.62 cm (15.6-inch) Water Repellent Blue  ,849,4.2 out of 5 stars,"43,150","[' “COMPATIBLE WITH 15.6 INCH LAPTOP”: The Lenovo B210 Backpack fits up to 15.6 inch laptop. Fits Up To (L x D x H) 255 x 22 x 362 mm (10.0 x 0.8 x 14.2 in)  ', ' “HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items  ', ' ""CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use.  ', ' “CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.  ', ' ""HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop  ', ' Warranty NA  ', ' “IN-THE-BOX”: 15.6-inch Backpack  ', ' Country of Origin: China  ']",B075Y7H8V6,Visit the Lenovo Store
amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N3DCTM/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1658591652&sprefix=ba%2Caps%2C283&sr=8-131,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- All) (Grey & Navy Blue)  ,"1,499",4.1 out of 5 stars,"3,209","[' Material: Nylon, Inner Material: Polyester, Capacity: 50 Liters, Color: Grey & Navy Blue, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap,  ', ' Water Resistant; 3 compartments and 6 pockets Backpack with glossy finis; Separate laptop compartment  ', ' Internal compartments with organizer pockets and internal divider for organization  ', ' Style Name: Travel Backpacks; Closure Type: Zipper; Pocket Description: Utility Pocket; Pattern Name: Solid; Age Range Description: Adult  ', ' Pattern Name: Solid; Age Range Description: Adult; Closure Type: Zipper; Pocket Description: Utility Pocket; Style Name: Travel Backpacks  ']",B083N3DCTM,Visit the HEROZ Store
amazon.in/WildHorn-Genuine-Leather-Messenger-8-5inch/dp/B07GLHSB86/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1658591652&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-132,WILDHORN Leather Sling Messenger Bag (Bombay Brown) L- 8.5inch W-3 inch H-10.5 inch  ,"1,899",4.3 out of 5 stars,745,"["" 1.100 % GENUINE LEATHER: If you love authentic real leather, timeless design, fashionable and durable bags, you'll surely love WILDHORN'S Premium Leather Bags.Crafted from 100% Genuine leather this bag is meticulously crafted into a adorable, durable & classic masterpiece by highly skilled professionals.Perfect for office, meeting, working, travelling and other occasions.  "", ' 2.FUNCTIONAL & STYLISH: Functional design makes it spacious enough to carry all your daily essentials. This Exclusive Bag has 2 Main Compartments with 1 zip compartment for added security,1 front zip pocket and 1 Mega slip pocket for your iPad/ Mobile/ Books,1 Back zip Compartments to store your extra essentials it also has 1 secret zip pocket,2 pockets placed in inner compartment and adjustable strap.DIMENSION :L- 8.5inch H- 10.5inch W- 3inch  ', ' 3.ART OF CRAFTSMANSHIP:Designed by highly trained designers with latest trend analysis. This bag reflects a perfect balance between utility,design and convenience.The most distinguishing feature of this leather is that the leather may have wrinkles,scratches,shade,grain and natural markings that are enherent characteristics and reflect the natural beauty of the hide.  ', "" 4.PERFECT COMPANION : This bag is preferable for all age groups and can be carried on all occasions. A Perfect companion whether it be a Student,Workaholic/Shopaholic or Traveller,this bag serves all purpose-need. This perfect bag is designed for all-day comfort and can be a perfect present for Men. Father's day, Anniversary,Graduation Day,Friendship Day or birthday, this elegant bag is a great gift idea for Men.  "", "" 5.CUSTOMER FIRST POLICY : We attach great importance to product quality and customer satisfaction.If you're not satisfied ,please do not hesitate to contact us.Brand offers 30 day return or replacement policy in case of any Manufacturing Defects.Physical Damages to the bag may lead to warranty void.  ""]",B07GLHSB86,Visit the WildHorn Store
amazon.in/Jaden-Black-Theft-Waterproof-Backpack/dp/B07B1TFJ7M/ref=sr_1_133?crid=2M096C61O4MLT&keywords=bags&qid=1658591652&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-133,Fur Jaden Anti Theft Backpack with USB Charging Port 15.6 Inch Laptop Bagpack Waterproof Casual Unisex Bag for School College Office Suitable for Men Women  ,799,4.0 out of 5 stars,"4,825","[' KEY FEATURES - Black Colour Laptop Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.  ', ' Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. IMPORTANT NOTE: We do NOT provide Free Portable Charger with the Bag  ', ' Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the sides of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.  ', ' Essence of Fur Jaden - We craft signature Laptop Backpacks and Casual Backpacks that are young, vibrant and fashionable, and yet a celebration of timeless style, luxe and sophistication. We strive to make thoughtful designs that are high on aesthetics as well as on utility and functionality.  ', ' WARRANTY- 6 Month Manufacturer Warranty. 100% Genuine Fur Jaden Men products, 10 days No Question asked replacement guarantee from the date of delivery.  ']",B07B1TFJ7M,Visit the FUR JADEN Store
amazon.in/AirCase-Messenger-13-Inch-14-Inch-MacBook/dp/B07WS6HTHY/ref=sr_1_134?crid=2M096C61O4MLT&keywords=bags&qid=1658591652&sprefix=ba%2Caps%2C283&sr=8-134,"AirCase C26 13.3 Inch/14 Inch Messenger Laptop Bag with Shoulder Strap, Water resistant, Handle and 2 Multi Utility Compartments (Black)  ",949,4.3 out of 5 stars,317,"[' Innovative Design: Utility of a Messenger Bag with Convenience of a Laptop Sleeve. Built with Premium Nylon Material which is waterproof with Impact resistant foam cushion and imported soft fur lining with 3D Foam Cushion Around which prevents scratches, Premium and Exquisite Zipper Closure.  ', ' Convenient, Comfortable and Elegant: One Front Zipper Pocket to organize accessories has ample storage for your Power bank, Phone, charger, Tabs, cable, Pen, Notebook, etc. Comes with Adjustable & Removable Shoulder Strap for easy portability.  ', ' A much Safer Way to Carry Laptop: The bag is made of soft and environmentally friendly materials with reinforced edges and good padding of the main compartment offer well protection for your laptop.  ', ' COMPATIBLE for all the major brands of Laptop Upto 13.3-Inch to 14-Inch Laptops.  ', ' Designed for most 13.3-Inch to 14-Inch Laptops and Ultrabook’s and easy to use, practical design and exquisite workmanship.  ']",B07WS6HTHY,Visit the AirCase Store
amazon.in/Lavie-Malgana-Womens-Tote-Black/dp/B07PKHC72N/ref=sr_1_135?crid=2M096C61O4MLT&keywords=bags&qid=1658591652&smid=A1WYWER0W24N8S&sprefix=ba%2Caps%2C283&sr=8-135,Lavie Women's Malnov Tote Bag | Ladies Purse Handbag  ,649,4.2 out of 5 stars,"1,127","[' Lavie Malnov tote is a stylish offering for ladies. It is durable, light weight and super spacious. Made from vegan leather, this large hand bag comes in Herringbone, Woven and Croco texture pattern at the front.  ', ' Herringbone Texture- 45 cm in length x 14 cm in width x 30 cm in height  ', ' Malnov hand bag has a top zip closure for safety and comfort. The interior has 2 slip pockets along with 1 zip pocket providing plenty of storage space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer and a pair of clothes.  ', ' This latest tote is perfect for women to carry for a weekend getaway or even a day at the mall for shopping. It can be paired with formal pants & blazer as well as with a basic crop top and jeans. This spacious and sturdy bag makes for a perfect gift for all your occasions.  ', ' The bag has a well stitched inner lining and high quality zippers for easy accessibility and storage.  ']",B07PKHC72N,Visit the Lavie Store
amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZHX3B1/ref=sr_1_136?crid=2M096C61O4MLT&keywords=bags&qid=1658591652&sprefix=ba%2Caps%2C283&sr=8-136,"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)  ",512,4.2 out of 5 stars,34,"[' PERFECT SIZE & STORAGE SPACE: Laptop backpack with perfect size to hold things and your 15.6 inch laptop or 15 inch, 14 inch Laptop. Convenient main pockets for iPad, charger, binders, books, clothes, ect. Inside pockets keep your wallet, phone. school bag for girls / bags for women / kids school bag / college bags for boys / laptop backpack .  ', ' Front two slanted pocket perfect for quick finds such as your ID for work, f gear laptop bags . keys for open door, two side pockets for water bottle and compact umbrella make your items organized. it can be use as school college bags for girls / backpack for men /backpacks for women . you can use it as a gift for men . bags for travelling  ', ' COMFY & STURDY: Made from WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, relieve the stress of shoulder, simple but comfortable back design offer your great back support, making your working, journey and travelling more convenient wherever you go. you can use it such as office bag for men . office bag for women .  ', ' Light-weight Carrying and perfect for business traveling or trip, weekend getaways, back to school, outdoor activities and college bag for men etc;  ', ' MULTIPURPOSE & SIZE: 20 x 12.2 x 5.7 Inch, perfect to throw under your seat on an airplane when you are traveling or on business trip. Suitable for back to school college, can be easily stored. Good choose for a business laptop backpack, work backpack, laptop bag for men and women, also will be a good gifts for women, gifts for men, gifts for boyfriend or girlfriend and gift bag for travelers.  ', ' strap_type: Shoulder Strap  ']",B09WZHX3B1,Brand: Bennett
amazon.in/POLESTAR-Backpack-compartment-suitable-warranty/dp/B09XTK33VB/ref=sr_1_137?crid=2M096C61O4MLT&keywords=bags&qid=1658591652&smid=A3HBYWQBT33AGW&sprefix=ba%2Caps%2C283&sr=8-137,"POLESTAR Epic 30 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment, suitable for both men & women, stylish & durable, 1 year warranty  ",567,3.3 out of 5 stars,46,"[' ✅DIMENSIONS: 31 Cm x 18 Cm x 49 Cm, CAPACITY: 30 Litres  ', ' ✅NUMBER OF COMPARTMENTS: 1 full size compartments & 2 side pockets, 1 front accessory pocket, LAPTOP COMPARTMENT: Spacious laptop compartment , LAPTOP SIZE: 13 to 15.6 inches  ', ' ✅MATERIAL: Polyester, Water Resistant, COLOR: Black  ', ' ✅SPECIAL FEATURES: Ergonomic design, lightweight, breathable back with padded adjustable straps, smooth & durable zippers, haul loop for hanging, 2 bottle/ umbrella easy access pockets, front accessory pocket  ', ' ✅CONSUMER: Suitable for men, women, students, teens, boys & girls, can be used as school, college, office or day travelling backpacks, WARRANTY: 12 Months, Make in India product  ']",B09XTK33VB,Visit the POLESTAR Store
amazon.in/Storite-Canvas-Messenger-Bag-Grey/dp/B09SG8VH95/ref=sr_1_138?crid=2M096C61O4MLT&keywords=bags&qid=1658591652&smid=A3FPNGXJ2Z95CC&sprefix=ba%2Caps%2C283&sr=8-138,"Storite Multi Pocket Vintage Canvas Sling Cross Body Messenger one Side Shoulder Bag for Men & Women (30x25x9 cm, Grey)  ","1,299",4.1 out of 5 stars,43,"[' Material Type : Canvas  ', ' Weight : 580 Gms , Dimensions : 30 x 9 x 25 cm (LxWxH)  ', ' Warranty : 1 Year Warranty  ', ' Water Resistance : Yes, but not waterproof  ', ' Special Features : 1 main compartment, 2 front quick access pockets for cellphone and changes,1 zipper pocket in the back; Interior, 1 inner zipper Pocket, 2 pockets for cards and phones. No Laptop can be Fit in this bag ( Please Note : This bag is small in size as well as this bag is not for laptop )  ']",B09SG8VH95,Visit the Storite Store
amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_141?crid=2M096C61O4MLT&keywords=bags&qid=1658591652&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=8-141,Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey)  ,699,4.2 out of 5 stars,"1,042","[' Meant for 15.6-inch laptops  ', ' Multiple compartments for additional accessories  ', ' Front big pocket for quick-access your essentials  ', ' Elegant and Lightweight Cross-dyed woven fabric  ', ' Finished in Stylish warm dark grey and stretch to shoulder strap  ', ' Laptop compartment fits up to 15.6 inch laptop with velcro laptop strip  ', ' ASUS reflective logo  ', ' 1 Year hardware warranty provided by the manufacturer from date of purchase  ']",B0895ZZHKK,Visit the ASUS Store
amazon.in/Kleider-Nylon-Cross-Shoulder-Toaster/dp/B09RQM8HVG/ref=sr_1_142?crid=2M096C61O4MLT&keywords=bags&qid=1658591652&smid=A2B3JTOLC77ES8&sprefix=ba%2Caps%2C283&sr=8-142,Dein Kleider Nylon Cross Body Shoulder Toaster Sling Bag for Women (Black)  ,289,3.9 out of 5 stars,50,"[' PREMIUM QUALITY MATERIAL: This Toaster Sling is manufactured using high grade nylon keeping in mind the rough usage of an everyday carry bag. Consisting of premium quality stitching and high grade zippers, this sling ensures long lasting durability & strength to handle your everyday carry essentials.  ', ' MINIMALIST DESIGN: Keeping in mind the daily usage of an average indian, this sling bag is designed with minimalism. It consists of one main zipper compartment which can comfortably fit all your daily essentials such as wallet, mobile device, charger, power bank and an internal zipper compartment for valuables along with a key chain ring to maximise comfort & efficiency.  ', ' ERGONOMIC FEATURE: The shoulder strap of this sling bag is crafted with adjustable, sturdy & comfortable strap which allows you to carry it all day with comfort, by distributing the weight evenly on your shoulders. This makes Dein Kleider Toaster Sling a perfect companion for not just for work, everyday commute and meetings but also for travel, parties and getaways.  ', ' CRAFTED IN INDIA: Dein Kleider toaster sling is crafted in India by professional indian artisans in an elegant style that makes your presence truly class apart.; DIMENSION: 9.5 x 6.7 x 2.75 inch | Handle Drop: 30 inch  ', ' Department Name: Womens; Age Range Description: Adult; Style Name: Utility; Inner Material Type: Polyester  ']",B09RQM8HVG,Visit the DEIN KLEIDER Store
